"","Illumina.Probe.ID","Ensembl.Gene.ID","GeneSymbol_Human","Gene.Description","Chromosome","Gene.Start..bp.","Gene.End..bp.","Module"
"6446","ILMN_1731619","ENSG00000129562","DAD1","defender against cell death 1 ","14"," 23,033,805 "," 23,058,175 ","none"
"6447","ILMN_1658425","ENSG00000173402","DAG1","dystroglycan 1 (dystrophin-associated glycoprotein 1) ","3"," 49,506,146 "," 49,573,048 ","none"
"6448","ILMN_1678619","ENSG00000149476","DAK","dihydroxyacetone kinase 2 homolog (S. cerevisiae) ","11"," 61,100,682 "," 61,120,767 ","none"
"6449","ILMN_1709287","ENSG00000178149","DALRD3","DALR anticodon binding domain containing 3 ","3"," 49,052,921 "," 49,059,726 ","none"
"6450","ILMN_1737152","ENSG00000110887","DAO","D-amino-acid oxidase ","12"," 109,252,708 "," 109,294,819 ","none"
"6451","ILMN_1708340","ENSG00000196730","DAPK1","death-associated protein kinase 1 ","9"," 90,112,143 "," 90,323,548 ","none"
"6452","ILMN_1792710","ENSG00000167657","DAPK3","death-associated protein kinase 3 ","19"," 3,958,451 "," 3,971,121 ","none"
"6453","ILMN_1687556","ENSG00000163331","DAPL1","death associated protein-like 1 ","2"," 159,651,829 "," 159,719,293 ","none"
"6454","ILMN_1723684","ENSG00000213088","DARC","Duffy blood group, atypical chemokine receptor ","1"," 159,173,097 "," 159,176,290 ","none"
"6455","ILMN_1775042","ENSG00000123977","DAW1","dynein assembly factor with WDR repeat domains 1 ","2"," 228,735,770 "," 228,789,060 ","none"
"6456","ILMN_1708077","ENSG00000204209","DAXX","death-domain associated protein ","6"," 33,286,335 "," 33,297,046 ","none"
"6457","ILMN_1746257","ENSG00000071626","DAZAP1","DAZ associated protein 1 ","19"," 1,407,568 "," 1,435,719 ","none"
"6458","ILMN_2376289","ENSG00000136279","DBNL","drebrin-like ","7"," 44,084,239 "," 44,109,055 ","none"
"6459","ILMN_1715555","ENSG00000105516","DBP","D site of albumin promoter (albumin D-box) binding protein ","19"," 49,133,287 "," 49,140,695 ","none"
"6460","ILMN_1786328","ENSG00000198876","DCAF12","DDB1 and CUL4 associated factor 12 ","9"," 34,086,385 "," 34,127,397 ","none"
"6461","ILMN_1733859","ENSG00000132017","DCAF15","DDB1 and CUL4 associated factor 15 ","19"," 14,063,304 "," 14,072,254 ","none"
"6462","ILMN_2192620","ENSG00000132017","DCAF15","DDB1 and CUL4 associated factor 15 ","19"," 14,063,304 "," 14,072,254 ","none"
"6463","ILMN_1706706","ENSG00000136485","DCAF7","DDB1 and CUL4 associated factor 7 ","17"," 61,627,822 "," 61,671,639 ","none"
"6464","ILMN_1735499","ENSG00000057019","DCBLD2","discoidin, CUB and LCCL domain containing 2 ","3"," 98,514,785 "," 98,620,533 ","none"
"6465","ILMN_2209671","ENSG00000170959","DCDC1","doublecortin domain containing 1 ","11"," 30,851,916 "," 31,391,357 ","none"
"6466","ILMN_1739640","ENSG00000166341","DCHS1","dachsous 1 (Drosophila) ","11"," 6,642,556 "," 6,677,085 ","none"
"6467","ILMN_2117240","ENSG00000156136","DCK","deoxycytidine kinase ","4"," 71,858,255 "," 71,896,631 ","none"
"6468","ILMN_1719449","ENSG00000170390","DCLK2","doublecortin-like kinase 2 ","4"," 150,999,426 "," 151,178,609 ","none"
"6469","ILMN_2407434","ENSG00000170390","DCLK2","doublecortin-like kinase 2 ","4"," 150,999,426 "," 151,178,609 ","none"
"6470","ILMN_1734096","ENSG00000198924","DCLRE1A","DNA cross-link repair 1A ","10"," 115,594,488 "," 115,614,142 ","none"
"6471","ILMN_2347145","ENSG00000011465","DCN","decorin ","12"," 91,539,025 "," 91,576,900 ","none"
"6472","ILMN_1809285","ENSG00000162290","DCP1A","decapping mRNA 1A ","3"," 53,317,447 "," 53,381,654 ","none"
"6473","ILMN_1669905","ENSG00000172795","DCP2","decapping mRNA 2 ","5"," 112,312,399 "," 112,356,667 ","none"
"6474","ILMN_1802456","ENSG00000129187","DCTD","dCMP deaminase ","4"," 183,811,213 "," 183,839,089 ","none"
"6475","ILMN_1744059","ENSG00000104671","DCTN6","dynactin 6 ","8"," 30,013,813 "," 30,041,156 ","none"
"6476","ILMN_1692706","ENSG00000150401","DCUN1D2","DCN1, defective in cullin neddylation 1, domain containing 2 ","13"," 114,110,134 "," 114,145,267 ","none"
"6477","ILMN_1665455","ENSG00000188215","DCUN1D3","DCN1, defective in cullin neddylation 1, domain containing 3 ","16"," 20,869,396 "," 20,911,706 ","none"
"6478","ILMN_2389429","ENSG00000109184","DCUN1D4","DCN1, defective in cullin neddylation 1, domain containing 4 ","4"," 52,709,166 "," 52,783,003 ","none"
"6479","ILMN_1726839","ENSG00000137692","DCUN1D5","DCN1, defective in cullin neddylation 1, domain containing 5 ","11"," 102,932,805 "," 102,962,944 ","none"
"6480","ILMN_2361096","ENSG00000077279","DCX","doublecortin ","X"," 110,537,007 "," 110,655,603 ","none"
"6481","ILMN_1705871","ENSG00000085788","DDHD2","DDHD domain containing 2 ","8"," 38,082,736 "," 38,133,076 ","none"
"6482","ILMN_2179063","ENSG00000085788","DDHD2","DDHD domain containing 2 ","8"," 38,082,736 "," 38,133,076 ","none"
"6483","ILMN_1676984","ENSG00000175197","DDIT3","DNA-damage-inducible transcript 3 ","12"," 57,910,371 "," 57,914,300 ","none"
"6484","ILMN_1696537","ENSG00000145358","DDIT4L","DNA-damage-inducible transcript 4-like ","4"," 101,107,027 "," 101,111,939 ","none"
"6485","ILMN_2393456","ENSG00000203797","DDO","D-aspartate oxidase ","6"," 110,712,974 "," 110,740,732 ","none"
"6486","ILMN_2393461","ENSG00000203797","DDO","D-aspartate oxidase ","6"," 110,712,974 "," 110,740,732 ","none"
"6487","ILMN_2360054","ENSG00000204580","DDR1","discoidin domain receptor tyrosine kinase 1 ","6"," 30,844,198 "," 30,867,933 ","none"
"6488","ILMN_1690982","ENSG00000099977","DDT","D-dopachrome tautomerase ","22"," 24,313,554 "," 24,322,660 ","none"
"6489","ILMN_1658957","ENSG00000223972","DDX11L1","DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 1 ","1"," 11,869 "," 14,412 ","none"
"6490","ILMN_1774513","ENSG00000100201","DDX17","DEAD (Asp-Glu-Ala-Asp) box helicase 17 ","22"," 38,879,445 "," 38,903,665 ","none"
"6491","ILMN_1756220","ENSG00000088205","DDX18","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 ","2"," 118,572,226 "," 118,589,955 ","none"
"6492","ILMN_1727051","ENSG00000168872","DDX19A","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19A ","16"," 70,380,732 "," 70,407,286 ","none"
"6493","ILMN_1735461","ENSG00000165732","DDX21","DEAD (Asp-Glu-Ala-Asp) box helicase 21 ","10"," 70,715,884 "," 70,744,829 ","none"
"6494","ILMN_1784218","ENSG00000174243","DDX23","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23 ","12"," 49,223,547 "," 49,246,625 ","none"
"6495","ILMN_1676759","ENSG00000124228","DDX27","DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 ","20"," 47,835,884 "," 47,860,614 ","none"
"6496","ILMN_1741736","ENSG00000182810","DDX28","DEAD (Asp-Glu-Ala-Asp) box polypeptide 28 ","16"," 68,055,179 "," 68,057,770 ","none"
"6497","ILMN_1781721","ENSG00000125485","DDX31","DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 ","9"," 135,468,384 "," 135,545,788 ","none"
"6498","ILMN_1794392","ENSG00000215301","DDX3X","DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked ","X"," 41,192,651 "," 41,223,725 ","none"
"6499","ILMN_1727001","ENSG00000145833","DDX46","DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 ","5"," 134,094,469 "," 134,190,823 ","none"
"6500","ILMN_1712320","ENSG00000107625","DDX50","DEAD (Asp-Glu-Ala-Asp) box polypeptide 50 ","10"," 70,661,034 "," 70,706,603 ","none"
"6501","ILMN_1812976","ENSG00000123064","DDX54","DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 ","12"," 113,594,979 "," 113,623,284 ","none"
"6502","ILMN_1797425","ENSG00000111364","DDX55","DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 ","12"," 124,086,624 "," 124,105,488 ","none"
"6503","ILMN_1797001","ENSG00000107201","DDX58","DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 ","9"," 32,455,300 "," 32,526,322 ","none"
"6504","ILMN_1748077","ENSG00000118197","DDX59","DEAD (Asp-Glu-Ala-Asp) box polypeptide 59 ","1"," 200,593,024 "," 200,639,097 ","none"
"6505","ILMN_1777340","ENSG00000110367","DDX6","DEAD (Asp-Glu-Ala-Asp) box helicase 6 ","11"," 118,620,034 "," 118,661,858 ","none"
"6506","ILMN_1795181","ENSG00000137628","DDX60","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60 ","4"," 169,137,444 "," 169,239,958 ","none"
"6507","ILMN_1783337","ENSG00000242612","DECR2","2,4-dienoyl CoA reductase 2, peroxisomal ","16"," 451,826 "," 462,487 ","none"
"6508","ILMN_2313074","ENSG00000158796","DEDD","death effector domain containing ","1"," 161,090,764 "," 161,102,478 ","none"
"6509","ILMN_2145280","ENSG00000023892","DEF6","differentially expressed in FDCP 6 homolog (mouse) ","6"," 35,265,595 "," 35,289,548 ","none"
"6510","ILMN_2207997","ENSG00000186146","DEFB131","defensin, beta 131 ","4"," 9,446,260 "," 9,452,240 ","none"
"6511","ILMN_1667430","ENSG00000143753","DEGS1","delta(4)-desaturase, sphingolipid 1 ","1"," 224,363,458 "," 224,381,143 ","none"
"6512","ILMN_1747630","ENSG00000124795","DEK","DEK oncogene ","6"," 18,224,099 "," 18,265,054 ","none"
"6513","ILMN_1727315","ENSG00000119522","DENND1A","DENN/MADD domain containing 1A ","9"," 126,141,933 "," 126,692,431 ","none"
"6514","ILMN_1753275","ENSG00000119522","DENND1A","DENN/MADD domain containing 1A ","9"," 126,141,933 "," 126,692,431 ","none"
"6515","ILMN_1862521","ENSG00000213047","DENND1B","DENN/MADD domain containing 1B ","1"," 197,473,878 "," 197,744,826 ","none"
"6516","ILMN_1666503","ENSG00000146966","DENND2A","DENN/MADD domain containing 2A ","7"," 140,218,220 "," 140,373,793 ","none"
"6517","ILMN_1815035","ENSG00000175984","DENND2C","DENN/MADD domain containing 2C ","1"," 115,125,469 "," 115,213,043 ","none"
"6518","ILMN_1707088","ENSG00000162777","DENND2D","DENN/MADD domain containing 2D ","1"," 111,729,796 "," 111,747,157 ","none"
"6519","ILMN_1692742","ENSG00000105339","DENND3","DENN/MADD domain containing 3 ","8"," 142,127,377 "," 142,205,907 ","none"
"6520","ILMN_2041161","ENSG00000174485","DENND4A","DENN/MADD domain containing 4A ","15"," 65,950,384 "," 66,084,631 ","none"
"6521","ILMN_1713178","ENSG00000174839","DENND6A","DENN/MADD domain containing 6A ","3"," 57,611,184 "," 57,678,816 ","none"
"6522","ILMN_1658717","ENSG00000100150","DEPDC5","DEP domain containing 5 ","22"," 32,149,944 "," 32,303,001 ","none"
"6523","ILMN_2209748","ENSG00000136986","DERL1","derlin 1 ","8"," 124,025,404 "," 124,054,663 ","none"
"6524","ILMN_1761969","ENSG00000072849","DERL2","derlin 2 ","17"," 5,374,571 "," 5,390,131 ","none"
"6525","ILMN_1877068","ENSG00000072849","DERL2","derlin 2 ","17"," 5,374,571 "," 5,390,131 ","none"
"6526","ILMN_1737580","ENSG00000100418","DESI1","desumoylating isopeptidase 1 ","22"," 41,994,032 "," 42,017,100 ","none"
"6527","ILMN_1660840","ENSG00000121644","DESI2","desumoylating isopeptidase 2 ","1"," 244,816,237 "," 244,872,335 ","none"
"6528","ILMN_1661653","ENSG00000140543","DET1","de-etiolated homolog 1 (Arabidopsis) ","15"," 89,054,790 "," 89,089,906 ","none"
"6529","ILMN_2145423","ENSG00000140543","DET1","de-etiolated homolog 1 (Arabidopsis) ","15"," 89,054,790 "," 89,089,906 ","none"
"6530","ILMN_1805696","ENSG00000160049","DFFA","DNA fragmentation factor, 45kDa, alpha polypeptide ","1"," 10,516,579 "," 10,532,583 ","none"
"6531","ILMN_1678962","ENSG00000169598","DFFB","DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase) ","1"," 3,773,845 "," 3,801,993 ","none"
"6532","ILMN_1914857","ENSG00000204311","DFNB59","deafness, autosomal recessive 59 ","2"," 179,316,163 "," 179,326,117 ","none"
"6533","ILMN_1719232","ENSG00000100056","DGCR14","DiGeorge syndrome critical region gene 14 ","22"," 19,117,792 "," 19,132,197 ","none"
"6534","ILMN_1713301","ENSG00000070413","DGCR2","DiGeorge syndrome critical region gene 2 ","22"," 19,023,795 "," 19,109,967 ","none"
"6535","ILMN_1804833","ENSG00000237517","DGCR5","DiGeorge syndrome critical region gene 5 (non-protein coding) ","22"," 18,958,027 "," 19,018,755 ","none"
"6536","ILMN_2186108","ENSG00000183628","DGCR6","DiGeorge syndrome critical region gene 6 ","22"," 18,893,541 "," 18,901,751 ","none"
"6537","ILMN_1663685","ENSG00000128185","DGCR6L","DiGeorge syndrome critical region gene 6-like ","22"," 20,301,799 "," 20,307,603 ","none"
"6538","ILMN_1791396","ENSG00000128185","DGCR6L","DiGeorge syndrome critical region gene 6-like ","22"," 20,301,799 "," 20,307,603 ","none"
"6539","ILMN_1694223","ENSG00000128191","DGCR8","DGCR8 microprocessor complex subunit ","22"," 20,067,755 "," 20,099,400 ","none"
"6540","ILMN_2319910","ENSG00000065357","DGKA","diacylglycerol kinase, alpha 80kDa ","12"," 56,321,103 "," 56,347,811 ","none"
"6541","ILMN_2319913","ENSG00000065357","DGKA","diacylglycerol kinase, alpha 80kDa ","12"," 56,321,103 "," 56,347,811 ","none"
"6542","ILMN_1810335","ENSG00000136267","DGKB","diacylglycerol kinase, beta 90kDa ","7"," 14,184,674 "," 15,014,402 ","none"
"6543","ILMN_1765326","ENSG00000077044","DGKD","diacylglycerol kinase, delta 130kDa ","2"," 234,263,153 "," 234,380,750 ","none"
"6544","ILMN_1789535","ENSG00000117682","DHDDS","dehydrodolichyl diphosphate synthase ","1"," 26,758,773 "," 26,797,785 ","none"
"6545","ILMN_2405642","ENSG00000117682","DHDDS","dehydrodolichyl diphosphate synthase ","1"," 26,758,773 "," 26,797,785 ","none"
"6546","ILMN_1687279","ENSG00000095059","DHPS","deoxyhypusine synthase ","19"," 12,786,531 "," 12,792,716 ","none"
"6547","ILMN_1807206","ENSG00000157379","DHRS1","dehydrogenase/reductase (SDR family) member 1 ","14"," 24,759,804 "," 24,769,039 ","none"
"6548","ILMN_1669177","ENSG00000102796","DHRS12","dehydrogenase/reductase (SDR family) member 12 ","13"," 52,342,129 "," 52,378,293 ","none"
"6549","ILMN_1762327","ENSG00000102796","DHRS12","dehydrogenase/reductase (SDR family) member 12 ","13"," 52,342,129 "," 52,378,293 ","none"
"6550","ILMN_1790781","ENSG00000167536","DHRS13","dehydrogenase/reductase (SDR family) member 13 ","17"," 27,224,799 "," 27,230,089 ","none"
"6551","ILMN_1762666","ENSG00000157326","DHRS4","dehydrogenase/reductase (SDR family) member 4 ","14"," 24,422,795 "," 24,438,488 ","none"
"6552","ILMN_2185884","ENSG00000157326","DHRS4","dehydrogenase/reductase (SDR family) member 4 ","14"," 24,422,795 "," 24,438,488 ","none"
"6553","ILMN_1761450","ENSG00000187630","DHRS4L2","dehydrogenase/reductase (SDR family) member 4 like 2 ","14"," 24,439,148 "," 24,475,617 ","none"
"6554","ILMN_1707901","ENSG00000109016","DHRS7B","dehydrogenase/reductase (SDR family) member 7B ","17"," 21,026,677 "," 21,096,578 ","none"
"6555","ILMN_1704139","ENSG00000169084","DHRSX","dehydrogenase/reductase (SDR family) X-linked ","X"," 2,137,557 "," 2,420,846 ","none"
"6556","ILMN_1697503","ENSG00000067248","DHX29","DEAH (Asp-Glu-Ala-His) box polypeptide 29 ","5"," 54,552,073 "," 54,603,550 ","none"
"6557","ILMN_2090123","ENSG00000067248","DHX29","DEAH (Asp-Glu-Ala-His) box polypeptide 29 ","5"," 54,552,073 "," 54,603,550 ","none"
"6558","ILMN_1795218","ENSG00000132153","DHX30","DEAH (Asp-Glu-Ala-His) box helicase 30 ","3"," 47,844,399 "," 47,891,685 ","none"
"6559","ILMN_1713688","ENSG00000089876","DHX32","DEAH (Asp-Glu-Ala-His) box polypeptide 32 ","10"," 127,524,906 "," 127,585,005 ","none"
"6560","ILMN_1747506","ENSG00000134815","DHX34","DEAH (Asp-Glu-Ala-His) box polypeptide 34 ","19"," 47,852,538 "," 47,885,961 ","none"
"6561","ILMN_1733667","ENSG00000101452","DHX35","DEAH (Asp-Glu-Ala-His) box polypeptide 35 ","20"," 37,590,942 "," 37,668,366 ","none"
"6562","ILMN_2100000","ENSG00000174953","DHX36","DEAH (Asp-Glu-Ala-His) box polypeptide 36 ","3"," 153,990,335 "," 154,042,286 ","none"
"6563","ILMN_1735679","ENSG00000140829","DHX38","DEAH (Asp-Glu-Ala-His) box polypeptide 38 ","16"," 72,127,461 "," 72,146,811 ","none"
"6564","ILMN_2248589","ENSG00000108406","DHX40","DEAH (Asp-Glu-Ala-His) box polypeptide 40 ","17"," 57,642,886 "," 57,685,706 ","none"
"6565","ILMN_2325008","ENSG00000108406","DHX40","DEAH (Asp-Glu-Ala-His) box polypeptide 40 ","17"," 57,642,886 "," 57,685,706 ","none"
"6566","ILMN_1678422","ENSG00000108771","DHX58","DEXH (Asp-Glu-X-His) box polypeptide 58 ","17"," 40,253,422 "," 40,264,751 ","none"
"6567","ILMN_2332990","ENSG00000184047","DIABLO","diablo, IAP-binding mitochondrial protein ","12"," 122,692,210 "," 122,712,081 ","none"
"6568","ILMN_1661554","ENSG00000131504","DIAPH1","diaphanous-related formin 1 ","5"," 140,894,583 "," 140,998,622 ","none"
"6569","ILMN_2321416","ENSG00000131504","DIAPH1","diaphanous-related formin 1 ","5"," 140,894,583 "," 140,998,622 ","none"
"6570","ILMN_1744046","ENSG00000147202","DIAPH2","diaphanous-related formin 2 ","X"," 95,939,662 "," 96,859,996 ","none"
"6571","ILMN_1874530","ENSG00000139734","DIAPH3","diaphanous-related formin 3 ","13"," 60,239,717 "," 60,738,121 ","none"
"6572","ILMN_1756998","ENSG00000100697","DICER1","dicer 1, ribonuclease type III ","14"," 95,552,565 "," 95,624,347 ","none"
"6573","ILMN_1772692","ENSG00000100697","DICER1","dicer 1, ribonuclease type III ","14"," 95,552,565 "," 95,624,347 ","none"
"6574","ILMN_1763605","ENSG00000101191","DIDO1","death inducer-obliterator 1 ","20"," 61,509,090 "," 61,569,304 ","none"
"6575","ILMN_1812934","ENSG00000101191","DIDO1","death inducer-obliterator 1 ","20"," 61,509,090 "," 61,569,304 ","none"
"6576","ILMN_1737650","ENSG00000211448","DIO2","deiodinase, iodothyronine, type II ","14"," 80,663,873 "," 80,854,100 ","none"
"6577","ILMN_2277523","ENSG00000160305","DIP2A","DIP2 disco-interacting protein 2 homolog A (Drosophila) ","21"," 47,878,812 "," 47,989,926 ","none"
"6578","ILMN_2285618","ENSG00000160305","DIP2A","DIP2 disco-interacting protein 2 homolog A (Drosophila) ","21"," 47,878,812 "," 47,989,926 ","none"
"6579","ILMN_1775048","ENSG00000176490","DIRAS1","DIRAS family, GTP-binding RAS-like 1 ","19"," 2,714,565 "," 2,721,416 ","none"
"6580","ILMN_2155816","ENSG00000165023","DIRAS2","DIRAS family, GTP-binding RAS-like 2 ","9"," 93,372,114 "," 93,405,386 ","none"
"6581","ILMN_1688877","ENSG00000162595","DIRAS3","DIRAS family, GTP-binding RAS-like 3 ","1"," 68,511,645 "," 68,517,314 ","none"
"6582","ILMN_1793743","ENSG00000138463","DIRC2","disrupted in renal carcinoma 2 ","3"," 122,513,642 "," 122,599,986 ","none"
"6583","ILMN_1795822","ENSG00000166938","DIS3L","DIS3 mitotic control homolog (S. cerevisiae)-like ","15"," 66,585,555 "," 66,626,236 ","none"
"6584","ILMN_1745737","ENSG00000144535","DIS3L2","DIS3 mitotic control homolog (S. cerevisiae)-like 2 ","2"," 232,825,955 "," 233,209,060 ","none"
"6585","ILMN_1695745","ENSG00000154309","DISP1","dispatched homolog 1 (Drosophila) ","1"," 222,988,406 "," 223,179,337 ","none"
"6586","ILMN_2375830","ENSG00000150764","DIXDC1","DIX domain containing 1 ","11"," 111,797,868 "," 111,893,308 ","none"
"6587","ILMN_1671257","ENSG00000130826","DKC1","dyskeratosis congenita 1, dyskerin ","X"," 153,991,031 "," 154,005,964 ","none"
"6588","ILMN_1887305","ENSG00000212743","DKFZP667F0711","","10"," 6,392,278 "," 6,394,723 ","none"
"6589","ILMN_1773337","ENSG00000107984","DKK1","dickkopf WNT signaling pathway inhibitor 1 ","10"," 54,074,056 "," 54,077,802 ","none"
"6590","ILMN_2043918","ENSG00000176124","DLEU1","deleted in lymphocytic leukemia 1 (non-protein coding) ","13"," 50,656,307 "," 51,297,372 ","none"
"6591","ILMN_1736096","ENSG00000090932","DLL3","delta-like 3 (Drosophila) ","19"," 39,989,535 "," 39,999,121 ","none"
"6592","ILMN_1753287","ENSG00000090932","DLL3","delta-like 3 (Drosophila) ","19"," 39,989,535 "," 39,999,121 ","none"
"6593","ILMN_2388445","ENSG00000144355","DLX1","distal-less homeobox 1 ","2"," 172,949,468 "," 172,954,405 ","none"
"6594","ILMN_1759598","ENSG00000105880","DLX5","distal-less homeobox 5 ","7"," 96,649,704 "," 96,654,409 ","none"
"6595","ILMN_1778319","ENSG00000161249","DMKN","dermokine ","19"," 35,988,122 "," 36,004,560 ","none"
"6596","ILMN_1689828","ENSG00000104936","DMPK","dystrophia myotonica-protein kinase ","19"," 46,272,975 "," 46,285,810 ","none"
"6597","ILMN_1678217","ENSG00000159123","DMRTC1","DMRT-like family C1 ","X"," 72,091,859 "," 72,163,653 ","none"
